Epoch 1, Batch 1, Embryo AAL839-6, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\AAL839-6\D2013.09.12_S0900_I132_WELL6_RUN1.jpeg
Epoch 1, Batch 92, Embryo RL461-4, Frame D2015.05.21_S0128_I647_WELL4_RUN184.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\RL461-4\D2015.05.21_S0128_I647_WELL4_RUN184.jpeg
Epoch 1, Batch 92, Embryo GC702-6, Frame D2016.09.06_S0467_I647_WELL6_RUN147.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\GC702-6\D2016.09.06_S0467_I647_WELL6_RUN147.jpeg
Epoch 1, Batch 92, Embryo GC702-6, Frame D2016.09.06_S0467_I647_WELL6_RUN147.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\GC702-6\D2016.09.06_S0467_I647_WELL6_RUN147.jpeg
Epoch 1, Batch 92, Embryo GC702-6, Frame D2016.09.06_S0467_I647_WELL6_RUN147.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\GC702-6\D2016.09.06_S0467_I647_WELL6_RUN147.jpeg
Epoch 1, Batch 92, Embryo GC702-6, Frame D2016.09.06_S0467_I647_WELL6_RUN147.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\GC702-6\D2016.09.06_S0467_I647_WELL6_RUN147.jpeg
Epoch 1, Batch 92, Embryo GC702-6, Frame D2016.09.06_S0467_I647_WELL6_RUN147.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\GC702-6\D2016.09.06_S0467_I647_WELL6_RUN147.jpeg
Epoch 1, Batch 92, Embryo GC702-6, Frame D2016.09.06_S0467_I647_WELL6_RUN147.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\GC702-6\D2016.09.06_S0467_I647_WELL6_RUN147.jpeg
Epoch 1, Batch 92, Embryo GC702-6, Frame D2016.09.06_S0467_I647_WELL6_RUN147.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\GC702-6\D2016.09.06_S0467_I647_WELL6_RUN147.jpeg
Epoch 1, Batch 93, Embryo CC966-1, Frame D2013.10.12_S0929_I132_WELL1_RUN459.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\CC966-1\D2013.10.12_S0929_I132_WELL1_RUN459.jpeg
Epoch 1, Batch 93, Embryo CC966-1, Frame D2013.10.12_S0929_I132_WELL1_RUN459.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\CC966-1\D2013.10.12_S0929_I132_WELL1_RUN459.jpeg
Epoch 1, Batch 93, Embryo CC966-1, Frame D2013.10.12_S0929_I132_WELL1_RUN459.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\CC966-1\D2013.10.12_S0929_I132_WELL1_RUN459.jpeg
Epoch 1, Batch 93, Embryo CC966-1, Frame D2013.10.12_S0929_I132_WELL1_RUN459.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\CC966-1\D2013.10.12_S0929_I132_WELL1_RUN459.jpeg
Epoch 1, Batch 93, Embryo CC966-1, Frame D2013.10.12_S0929_I132_WELL1_RUN459.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\CC966-1\D2013.10.12_S0929_I132_WELL1_RUN459.jpeg
Epoch 1, Batch 93, Embryo CC966-1, Frame D2013.10.12_S0929_I132_WELL1_RUN459.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\CC966-1\D2013.10.12_S0929_I132_WELL1_RUN459.jpeg
Epoch 1, Batch 93, Embryo CC966-1, Frame D2013.10.12_S0929_I132_WELL1_RUN459.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\CC966-1\D2013.10.12_S0929_I132_WELL1_RUN459.jpeg
Epoch 1, Batch 93, Embryo FH658-4, Frame D2014.09.02_S1172_I132_WELL4_RUN466.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\FH658-4\D2014.09.02_S1172_I132_WELL4_RUN466.jpeg
Epoch 1, Batch 93, Embryo FH658-4, Frame D2014.09.02_S1172_I132_WELL4_RUN466.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\FH658-4\D2014.09.02_S1172_I132_WELL4_RUN466.jpeg
Epoch 1, Batch 93, Embryo FH658-4, Frame D2014.09.02_S1172_I132_WELL4_RUN466.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\FH658-4\D2014.09.02_S1172_I132_WELL4_RUN466.jpeg
Epoch 1, Batch 93, Embryo FH658-4, Frame D2014.09.02_S1172_I132_WELL4_RUN466.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\FH658-4\D2014.09.02_S1172_I132_WELL4_RUN466.jpeg
Epoch 1, Batch 93, Embryo FH658-4, Frame D2014.09.02_S1172_I132_WELL4_RUN466.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\FH658-4\D2014.09.02_S1172_I132_WELL4_RUN466.jpeg
Epoch 1, Batch 93, Embryo FH658-4, Frame D2014.09.02_S1172_I132_WELL4_RUN466.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\FH658-4\D2014.09.02_S1172_I132_WELL4_RUN466.jpeg
Epoch 1, Batch 93, Embryo FH658-4, Frame D2014.09.02_S1172_I132_WELL4_RUN466.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\FH658-4\D2014.09.02_S1172_I132_WELL4_RUN466.jpeg
Epoch 1, Batch 93, Embryo GJ285-1, Frame D2014.03.25_S1051_I132_WELL1_RUN337.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\GJ285-1\D2014.03.25_S1051_I132_WELL1_RUN337.jpeg
Epoch 1, Batch 93, Embryo GJ285-1, Frame D2014.03.25_S1051_I132_WELL1_RUN337.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\GJ285-1\D2014.03.25_S1051_I132_WELL1_RUN337.jpeg
Epoch 1, Batch 93, Embryo GJ285-1, Frame D2014.03.25_S1051_I132_WELL1_RUN337.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\GJ285-1\D2014.03.25_S1051_I132_WELL1_RUN337.jpeg
Epoch 1, Batch 93, Embryo GJ285-1, Frame D2014.03.25_S1051_I132_WELL1_RUN337.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\GJ285-1\D2014.03.25_S1051_I132_WELL1_RUN337.jpeg
Epoch 1, Batch 93, Embryo GJ285-1, Frame D2014.03.25_S1051_I132_WELL1_RUN337.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\GJ285-1\D2014.03.25_S1051_I132_WELL1_RUN337.jpeg
Epoch 1, Batch 93, Embryo GJ285-1, Frame D2014.03.25_S1051_I132_WELL1_RUN337.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\GJ285-1\D2014.03.25_S1051_I132_WELL1_RUN337.jpeg
Epoch 1, Batch 93, Embryo GJ285-1, Frame D2014.03.25_S1051_I132_WELL1_RUN337.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\GJ285-1\D2014.03.25_S1051_I132_WELL1_RUN337.jpeg
Epoch 1, Batch 93, Embryo DC307-7, Frame D2016.04.07_S0361_I647_WELL7_RUN387.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\DC307-7\D2016.04.07_S0361_I647_WELL7_RUN387.jpeg
Epoch 1, Batch 93, Embryo DC307-7, Frame D2016.04.07_S0361_I647_WELL7_RUN387.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\DC307-7\D2016.04.07_S0361_I647_WELL7_RUN387.jpeg
Epoch 1, Batch 93, Embryo DC307-7, Frame D2016.04.07_S0361_I647_WELL7_RUN387.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\DC307-7\D2016.04.07_S0361_I647_WELL7_RUN387.jpeg
Epoch 1, Batch 93, Embryo DC307-7, Frame D2016.04.07_S0361_I647_WELL7_RUN387.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\DC307-7\D2016.04.07_S0361_I647_WELL7_RUN387.jpeg
Epoch 1, Batch 93, Embryo DC307-7, Frame D2016.04.07_S0361_I647_WELL7_RUN387.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\DC307-7\D2016.04.07_S0361_I647_WELL7_RUN387.jpeg
Epoch 1, Batch 93, Embryo DC307-7, Frame D2016.04.07_S0361_I647_WELL7_RUN387.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\DC307-7\D2016.04.07_S0361_I647_WELL7_RUN387.jpeg
Epoch 1, Batch 93, Embryo DC307-7, Frame D2016.04.07_S0361_I647_WELL7_RUN387.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\DC307-7\D2016.04.07_S0361_I647_WELL7_RUN387.jpeg
Epoch 1, Batch 93, Embryo CAV074-4, Frame D2016.01.29_S1566_I132_WELL4_RUN157.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\CAV074-4\D2016.01.29_S1566_I132_WELL4_RUN157.jpeg
Epoch 1, Batch 93, Embryo CAV074-4, Frame D2016.01.29_S1566_I132_WELL4_RUN157.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\CAV074-4\D2016.01.29_S1566_I132_WELL4_RUN157.jpeg
Epoch 1, Batch 93, Embryo CAV074-4, Frame D2016.01.29_S1566_I132_WELL4_RUN157.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\CAV074-4\D2016.01.29_S1566_I132_WELL4_RUN157.jpeg
Epoch 1, Batch 93, Embryo CAV074-4, Frame D2016.01.29_S1566_I132_WELL4_RUN157.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\CAV074-4\D2016.01.29_S1566_I132_WELL4_RUN157.jpeg
Epoch 1, Batch 93, Embryo CAV074-4, Frame D2016.01.29_S1566_I132_WELL4_RUN157.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\CAV074-4\D2016.01.29_S1566_I132_WELL4_RUN157.jpeg
Epoch 1, Batch 93, Embryo CAV074-4, Frame D2016.01.29_S1566_I132_WELL4_RUN157.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\CAV074-4\D2016.01.29_S1566_I132_WELL4_RUN157.jpeg
Epoch 1, Batch 93, Embryo CAV074-4, Frame D2016.01.29_S1566_I132_WELL4_RUN157.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\CAV074-4\D2016.01.29_S1566_I132_WELL4_RUN157.jpeg
Epoch 1, Batch 93, Embryo BI224-2, Frame D2015.03.13_S0071_I647_WELL2_RUN341.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\BI224-2\D2015.03.13_S0071_I647_WELL2_RUN341.jpeg
Epoch 1, Batch 93, Embryo BI224-2, Frame D2015.03.13_S0071_I647_WELL2_RUN341.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\BI224-2\D2015.03.13_S0071_I647_WELL2_RUN341.jpeg
Epoch 1, Batch 93, Embryo BI224-2, Frame D2015.03.13_S0071_I647_WELL2_RUN341.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\BI224-2\D2015.03.13_S0071_I647_WELL2_RUN341.jpeg
Epoch 1, Batch 93, Embryo BI224-2, Frame D2015.03.13_S0071_I647_WELL2_RUN341.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\BI224-2\D2015.03.13_S0071_I647_WELL2_RUN341.jpeg
Epoch 1, Batch 93, Embryo BI224-2, Frame D2015.03.13_S0071_I647_WELL2_RUN341.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\BI224-2\D2015.03.13_S0071_I647_WELL2_RUN341.jpeg
Epoch 1, Batch 93, Embryo BI224-2, Frame D2015.03.13_S0071_I647_WELL2_RUN341.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\BI224-2\D2015.03.13_S0071_I647_WELL2_RUN341.jpeg
Epoch 1, Batch 93, Embryo BI224-2, Frame D2015.03.13_S0071_I647_WELL2_RUN341.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\BI224-2\D2015.03.13_S0071_I647_WELL2_RUN341.jpeg
Epoch 1, Batch 93, Embryo BE413-3, Frame D2015.05.06_S0115_I647_WELL3_RUN344.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\BE413-3\D2015.05.06_S0115_I647_WELL3_RUN344.jpeg
Epoch 1, Batch 93, Embryo BE413-3, Frame D2015.05.06_S0115_I647_WELL3_RUN344.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\BE413-3\D2015.05.06_S0115_I647_WELL3_RUN344.jpeg
Epoch 1, Batch 93, Embryo BE413-3, Frame D2015.05.06_S0115_I647_WELL3_RUN344.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\BE413-3\D2015.05.06_S0115_I647_WELL3_RUN344.jpeg
Epoch 1, Batch 93, Embryo BE413-3, Frame D2015.05.06_S0115_I647_WELL3_RUN344.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\BE413-3\D2015.05.06_S0115_I647_WELL3_RUN344.jpeg
Epoch 1, Batch 93, Embryo BE413-3, Frame D2015.05.06_S0115_I647_WELL3_RUN344.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\BE413-3\D2015.05.06_S0115_I647_WELL3_RUN344.jpeg
Epoch 1, Batch 93, Embryo BE413-3, Frame D2015.05.06_S0115_I647_WELL3_RUN344.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\BE413-3\D2015.05.06_S0115_I647_WELL3_RUN344.jpeg
Epoch 1, Batch 93, Embryo BE413-3, Frame D2015.05.06_S0115_I647_WELL3_RUN344.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\BE413-3\D2015.05.06_S0115_I647_WELL3_RUN344.jpeg
Epoch 1, Batch 93, Embryo LSD500-6, Frame D2014.06.06_S1123_I132_WELL6_RUN252.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\LSD500-6\D2014.06.06_S1123_I132_WELL6_RUN252.jpeg
Epoch 1, Batch 93, Embryo LSD500-6, Frame D2014.06.06_S1123_I132_WELL6_RUN252.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\LSD500-6\D2014.06.06_S1123_I132_WELL6_RUN252.jpeg
Epoch 1, Batch 93, Embryo LSD500-6, Frame D2014.06.06_S1123_I132_WELL6_RUN252.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\LSD500-6\D2014.06.06_S1123_I132_WELL6_RUN252.jpeg
Epoch 1, Batch 93, Embryo LSD500-6, Frame D2014.06.06_S1123_I132_WELL6_RUN252.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\LSD500-6\D2014.06.06_S1123_I132_WELL6_RUN252.jpeg
Epoch 1, Batch 93, Embryo LSD500-6, Frame D2014.06.06_S1123_I132_WELL6_RUN252.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\LSD500-6\D2014.06.06_S1123_I132_WELL6_RUN252.jpeg
Epoch 1, Batch 93, Embryo LSD500-6, Frame D2014.06.06_S1123_I132_WELL6_RUN252.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\LSD500-6\D2014.06.06_S1123_I132_WELL6_RUN252.jpeg
Epoch 1, Batch 93, Embryo LSD500-6, Frame D2014.06.06_S1123_I132_WELL6_RUN252.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\LSD500-6\D2014.06.06_S1123_I132_WELL6_RUN252.jpeg
Epoch 1, Batch 94, Embryo PMDPI029-1-3, Frame D2016.02.22_S1584_I132_WELL3_RUN396.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\PMDPI029-1-3\D2016.02.22_S1584_I132_WELL3_RUN396.jpeg
Epoch 1, Batch 94, Embryo PMDPI029-1-3, Frame D2016.02.22_S1584_I132_WELL3_RUN396.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\PMDPI029-1-3\D2016.02.22_S1584_I132_WELL3_RUN396.jpeg
Epoch 1, Batch 94, Embryo PMDPI029-1-3, Frame D2016.02.22_S1584_I132_WELL3_RUN396.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\PMDPI029-1-3\D2016.02.22_S1584_I132_WELL3_RUN396.jpeg
Epoch 1, Batch 94, Embryo PMDPI029-1-3, Frame D2016.02.22_S1584_I132_WELL3_RUN396.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\PMDPI029-1-3\D2016.02.22_S1584_I132_WELL3_RUN396.jpeg
Epoch 1, Batch 94, Embryo PMDPI029-1-3, Frame D2016.02.22_S1584_I132_WELL3_RUN396.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\PMDPI029-1-3\D2016.02.22_S1584_I132_WELL3_RUN396.jpeg
Epoch 1, Batch 94, Embryo PMDPI029-1-3, Frame D2016.02.22_S1584_I132_WELL3_RUN396.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\PMDPI029-1-3\D2016.02.22_S1584_I132_WELL3_RUN396.jpeg
Epoch 1, Batch 94, Embryo PMDPI029-1-3, Frame D2016.02.22_S1584_I132_WELL3_RUN396.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\PMDPI029-1-3\D2016.02.22_S1584_I132_WELL3_RUN396.jpeg
Epoch 1, Batch 94, Embryo MRA165-7T, Frame D2017.02.15_S0613_I647_WELL7_RUN208.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\MRA165-7T\D2017.02.15_S0613_I647_WELL7_RUN208.jpeg
Epoch 1, Batch 94, Embryo MRA165-7T, Frame D2017.02.15_S0613_I647_WELL7_RUN208.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\MRA165-7T\D2017.02.15_S0613_I647_WELL7_RUN208.jpeg
Epoch 1, Batch 94, Embryo MRA165-7T, Frame D2017.02.15_S0613_I647_WELL7_RUN208.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\MRA165-7T\D2017.02.15_S0613_I647_WELL7_RUN208.jpeg
Epoch 1, Batch 94, Embryo MRA165-7T, Frame D2017.02.15_S0613_I647_WELL7_RUN208.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\MRA165-7T\D2017.02.15_S0613_I647_WELL7_RUN208.jpeg
Epoch 1, Batch 94, Embryo MRA165-7T, Frame D2017.02.15_S0613_I647_WELL7_RUN208.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\MRA165-7T\D2017.02.15_S0613_I647_WELL7_RUN208.jpeg
Epoch 1, Batch 94, Embryo MRA165-7T, Frame D2017.02.15_S0613_I647_WELL7_RUN208.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\MRA165-7T\D2017.02.15_S0613_I647_WELL7_RUN208.jpeg
Epoch 1, Batch 94, Embryo MRA165-7T, Frame D2017.02.15_S0613_I647_WELL7_RUN208.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\MRA165-7T\D2017.02.15_S0613_I647_WELL7_RUN208.jpeg
Epoch 1, Batch 94, Embryo LV613-2, Frame D2013.06.10_S0845_I132_WELL2_RUN283.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\LV613-2\D2013.06.10_S0845_I132_WELL2_RUN283.jpeg
Epoch 1, Batch 94, Embryo LV613-2, Frame D2013.06.10_S0845_I132_WELL2_RUN283.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\LV613-2\D2013.06.10_S0845_I132_WELL2_RUN283.jpeg
Epoch 1, Batch 94, Embryo LV613-2, Frame D2013.06.10_S0845_I132_WELL2_RUN283.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\LV613-2\D2013.06.10_S0845_I132_WELL2_RUN283.jpeg
Epoch 1, Batch 94, Embryo LV613-2, Frame D2013.06.10_S0845_I132_WELL2_RUN283.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\LV613-2\D2013.06.10_S0845_I132_WELL2_RUN283.jpeg
Epoch 1, Batch 94, Embryo LV613-2, Frame D2013.06.10_S0845_I132_WELL2_RUN283.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\LV613-2\D2013.06.10_S0845_I132_WELL2_RUN283.jpeg
Epoch 1, Batch 94, Embryo LV613-2, Frame D2013.06.10_S0845_I132_WELL2_RUN283.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\LV613-2\D2013.06.10_S0845_I132_WELL2_RUN283.jpeg
Epoch 1, Batch 94, Embryo LV613-2, Frame D2013.06.10_S0845_I132_WELL2_RUN283.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\LV613-2\D2013.06.10_S0845_I132_WELL2_RUN283.jpeg
Epoch 1, Batch 94, Embryo CE417-1, Frame D2014.05.12_S1096_I132_WELL1_RUN331.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\CE417-1\D2014.05.12_S1096_I132_WELL1_RUN331.jpeg
Epoch 1, Batch 94, Embryo CE417-1, Frame D2014.05.12_S1096_I132_WELL1_RUN331.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\CE417-1\D2014.05.12_S1096_I132_WELL1_RUN331.jpeg
Epoch 1, Batch 94, Embryo CE417-1, Frame D2014.05.12_S1096_I132_WELL1_RUN331.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\CE417-1\D2014.05.12_S1096_I132_WELL1_RUN331.jpeg
Epoch 1, Batch 94, Embryo CE417-1, Frame D2014.05.12_S1096_I132_WELL1_RUN331.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\CE417-1\D2014.05.12_S1096_I132_WELL1_RUN331.jpeg
Epoch 1, Batch 94, Embryo CE417-1, Frame D2014.05.12_S1096_I132_WELL1_RUN331.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\CE417-1\D2014.05.12_S1096_I132_WELL1_RUN331.jpeg
Epoch 1, Batch 94, Embryo CE417-1, Frame D2014.05.12_S1096_I132_WELL1_RUN331.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\CE417-1\D2014.05.12_S1096_I132_WELL1_RUN331.jpeg
Epoch 1, Batch 94, Embryo CE417-1, Frame D2014.05.12_S1096_I132_WELL1_RUN331.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\CE417-1\D2014.05.12_S1096_I132_WELL1_RUN331.jpeg
Epoch 1, Batch 94, Embryo VF269-7, Frame D2013.03.12_S0762_I132_WELL7_RUN143.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\VF269-7\D2013.03.12_S0762_I132_WELL7_RUN143.jpeg
Epoch 1, Batch 94, Embryo VF269-7, Frame D2013.03.12_S0762_I132_WELL7_RUN143.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\VF269-7\D2013.03.12_S0762_I132_WELL7_RUN143.jpeg
Epoch 1, Batch 94, Embryo VF269-7, Frame D2013.03.12_S0762_I132_WELL7_RUN143.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\VF269-7\D2013.03.12_S0762_I132_WELL7_RUN143.jpeg
Epoch 1, Batch 94, Embryo VF269-7, Frame D2013.03.12_S0762_I132_WELL7_RUN143.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\VF269-7\D2013.03.12_S0762_I132_WELL7_RUN143.jpeg
Epoch 1, Batch 94, Embryo VF269-7, Frame D2013.03.12_S0762_I132_WELL7_RUN143.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\VF269-7\D2013.03.12_S0762_I132_WELL7_RUN143.jpeg
Epoch 1, Batch 94, Embryo VF269-7, Frame D2013.03.12_S0762_I132_WELL7_RUN143.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\VF269-7\D2013.03.12_S0762_I132_WELL7_RUN143.jpeg
Epoch 1, Batch 94, Embryo VF269-7, Frame D2013.03.12_S0762_I132_WELL7_RUN143.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\VF269-7\D2013.03.12_S0762_I132_WELL7_RUN143.jpeg
Epoch 1, Batch 94, Embryo LC161-1-4, Frame D2016.02.22_S1585_I132_WELL4_RUN203.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\LC161-1-4\D2016.02.22_S1585_I132_WELL4_RUN203.jpeg
Epoch 1, Batch 94, Embryo LC161-1-4, Frame D2016.02.22_S1585_I132_WELL4_RUN203.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\LC161-1-4\D2016.02.22_S1585_I132_WELL4_RUN203.jpeg
